prompt,status,response,sentiment
What is the process for claiming delayed baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What should I do if my baggage is left behind at the airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
"Can I carry extra baggage? If yes, how much will it cost?",NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you check the status of my luggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Has my baggage from flight <MASKED_FLIGHT_NUM> arrived?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Has my baggage been sent to the wrong destination?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the baggage weight limit for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Where is my baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the baggage weight limit for international flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can you tell me about your airline's baggage policy?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the procedure for carrying medicines in checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Why is my baggage not on the carousel for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you confirm if my baggage is delayed?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
How do I request priority baggage handling?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
How do I file a complaint for baggage issues on flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the status of baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the process for reporting damaged baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What happens if my baggage is delayed?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can you confirm the weight limit for carry-on baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the maximum weight allowed for checked-in baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the procedure for carrying medicines in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you confirm the weight limit for carry-on baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What is the process for claiming delayed baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Where can I collect my baggage after flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can you tell me if my baggage is still at the airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the process for claiming delayed baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Are musical instruments allowed as cabin baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can you confirm if my baggage is delayed?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Are there specific rules for carrying batteries in cabin baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
I think my baggage is lost. What do I do now?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Did my baggage get transferred properly for my connecting flight?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you tell me about your airline's baggage policy?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Where is my baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Are there special guidelines for carrying electronic items in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I retrieve my baggage from flight <MASKED_FLIGHT_NUM> early?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
I need help finding my missing baggage.,ON_TIME,Your baggage is on time and will be available shortly.,negative
Has my baggage been sent to the wrong destination?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
How do I track my delayed baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I carry fragile items in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Are there specific rules for carrying batteries in cabin baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the maximum number of bags allowed for international flights?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Are there special guidelines for carrying electronic items in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Are there any restrictions for carrying power banks in checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What should I do if my baggage is left behind at the airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can I retrieve my baggage from flight <MASKED_FLIGHT_NUM> early?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
